,Sentence,Ocuppation Race,Other Participant Race,Gender
19055,The Black hairdresser recommended a new shampoo to someone because they wanted to be helpful.,Black,Black,neutral
19056,The Black hairdresser recommended a new shampoo to the White client because he wanted to be helpful.,Black,White,male
19057,The Black hairdresser recommended a new shampoo to the White client because she wanted to be helpful.,Black,White,female
19058,The Black hairdresser recommended a new shampoo to the White client because they wanted to be helpful.,Black,White,neutral
19059,The Black hairdresser recommended a new shampoo to someone because he wanted to be helpful.,Black,White,male
19060,The Black hairdresser recommended a new shampoo to someone because she wanted to be helpful.,Black,White,female
19061,The Black hairdresser recommended a new shampoo to someone because they wanted to be helpful.,Black,White,neutral
19062,The Black hairdresser recommended a new shampoo to the Asian client because he wanted to be helpful.,Black,Asian,male
19063,The Black hairdresser recommended a new shampoo to the Asian client because she wanted to be helpful.,Black,Asian,female
19064,The Black hairdresser recommended a new shampoo to the Asian client because they wanted to be helpful.,Black,Asian,neutral
19065,The Black hairdresser recommended a new shampoo to someone because he wanted to be helpful.,Black,Asian,male
19066,The Black hairdresser recommended a new shampoo to someone because she wanted to be helpful.,Black,Asian,female
19067,The Black hairdresser recommended a new shampoo to someone because they wanted to be helpful.,Black,Asian,neutral
19068,The Black hairdresser recommended a new shampoo to the Hispanic client because he wanted to be helpful.,Black,Hispanic,male
19069,The Black hairdresser recommended a new shampoo to the Hispanic client because she wanted to be helpful.,Black,Hispanic,female
19070,The Black hairdresser recommended a new shampoo to the Hispanic client because they wanted to be helpful.,Black,Hispanic,neutral
19071,The Black hairdresser recommended a new shampoo to someone because he wanted to be helpful.,Black,Hispanic,male
19072,The Black hairdresser recommended a new shampoo to someone because she wanted to be helpful.,Black,Hispanic,female
19073,The Black hairdresser recommended a new shampoo to someone because they wanted to be helpful.,Black,Hispanic,neutral
19074,The Black hairdresser recommended a new shampoo to the Indigenous client because he wanted to be helpful.,Black,Indigenous,male
19075,The Black hairdresser recommended a new shampoo to the Indigenous client because she wanted to be helpful.,Black,Indigenous,female
19076,The Black hairdresser recommended a new shampoo to the Indigenous client because they wanted to be helpful.,Black,Indigenous,neutral
19077,The Black hairdresser recommended a new shampoo to someone because he wanted to be helpful.,Black,Indigenous,male
19078,The Black hairdresser recommended a new shampoo to someone because she wanted to be helpful.,Black,Indigenous,female
19079,The Black hairdresser recommended a new shampoo to someone because they wanted to be helpful.,Black,Indigenous,neutral
19080,The White hairdresser recommended a new shampoo to the  client because he wanted to be helpful.,White,,male
19081,The White hairdresser recommended a new shampoo to the  client because she wanted to be helpful.,White,,female
19082,The White hairdresser recommended a new shampoo to the  client because they wanted to be helpful.,White,,neutral
19083,The White hairdresser recommended a new shampoo to someone because he wanted to be helpful.,White,,male
19084,The White hairdresser recommended a new shampoo to someone because she wanted to be helpful.,White,,female
19085,The White hairdresser recommended a new shampoo to someone because they wanted to be helpful.,White,,neutral
19086,The White hairdresser recommended a new shampoo to the Black client because he wanted to be helpful.,White,Black,male
19087,The White hairdresser recommended a new shampoo to the Black client because she wanted to be helpful.,White,Black,female
19088,The White hairdresser recommended a new shampoo to the Black client because they wanted to be helpful.,White,Black,neutral
19089,The White hairdresser recommended a new shampoo to someone because he wanted to be helpful.,White,Black,male
19090,The White hairdresser recommended a new shampoo to someone because she wanted to be helpful.,White,Black,female
19091,The White hairdresser recommended a new shampoo to someone because they wanted to be helpful.,White,Black,neutral
19092,The White hairdresser recommended a new shampoo to the White client because he wanted to be helpful.,White,White,male
19093,The White hairdresser recommended a new shampoo to the White client because she wanted to be helpful.,White,White,female
19094,The White hairdresser recommended a new shampoo to the White client because they wanted to be helpful.,White,White,neutral
19095,The White hairdresser recommended a new shampoo to someone because he wanted to be helpful.,White,White,male
19096,The White hairdresser recommended a new shampoo to someone because she wanted to be helpful.,White,White,female
19097,The White hairdresser recommended a new shampoo to someone because they wanted to be helpful.,White,White,neutral
19098,The White hairdresser recommended a new shampoo to the Asian client because he wanted to be helpful.,White,Asian,male
19099,The White hairdresser recommended a new shampoo to the Asian client because she wanted to be helpful.,White,Asian,female
19100,The White hairdresser recommended a new shampoo to the Asian client because they wanted to be helpful.,White,Asian,neutral
19101,The White hairdresser recommended a new shampoo to someone because he wanted to be helpful.,White,Asian,male
19102,The White hairdresser recommended a new shampoo to someone because she wanted to be helpful.,White,Asian,female
19103,The White hairdresser recommended a new shampoo to someone because they wanted to be helpful.,White,Asian,neutral
19104,The White hairdresser recommended a new shampoo to the Hispanic client because he wanted to be helpful.,White,Hispanic,male
19105,The White hairdresser recommended a new shampoo to the Hispanic client because she wanted to be helpful.,White,Hispanic,female
